unit_id,tipo,pagina,encabezado,subencabezado,clausula,ubicacion_dentro_de_clausula,texto_normalizado,texto_original
B-000060,definicion,,Spec §4 4.2 entrenamiento-aerobico-individual,page,entrenamiento-aerobico-individual,prompt §4.2,"New top-level page 'entrenamiento-aerobico-individual' with 4 subgroups (LISS, MICT, HIIT, SIT), derived from ACSM/ESSA Joint Expert Statement on Physical Activity and Exercise Intensity Terminology, J Sci Med Sport 2024. Add to Part 3 IA and Part 5 subpage matrices.","New top-level page 'entrenamiento-aerobico-individual' with 4 subgroups (LISS, MICT, HIIT, SIT), derived from ACSM/ESSA Joint Expert Statement on Physical Activity and Exercise Intensity Terminology, J Sci Med Sport 2024. Add to Part 3 IA and Part 5 subpage matrices."
B-000061,definicion,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,prompt §4,Subgroup LISS — URL slug: /entrenamiento-aerobico-individual/liss,Subgroup LISS — URL slug: /entrenamiento-aerobico-individual/liss
B-000062,recomendacion,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,prompt §4,"LISS — Tagline (ES MX): Movimiento sostenido, sin estrés ni impacto.","LISS — Tagline (ES MX): Movimiento sostenido, sin estrés ni impacto."
B-000063,requisito,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,prompt §4,"LISS — Prescription: Intensidad <60% VO₂max o <60–65% HRmax · RPE 9–12 en escala de 6–20 de Borg (ligero a moderado-bajo) · ritmo conversacional · 30–60+ min por sesión · 3–6 sesiones por semana, incluyendo recuperación activa.","LISS — Prescription: Intensidad <60% VO₂max o <60–65% HRmax · RPE 9–12 en escala de 6–20 de Borg (ligero a moderado-bajo) · ritmo conversacional · 30–60+ min por sesión · 3–6 sesiones por semana, incluyendo recuperación activa."
B-000064,requisito,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,prompt §4,"LISS — Equipment: Caminadora a velocidad de caminata (3–5 km/h, inclinación 0–3%). Bicicleta estática con resistencia mínima. Elíptica con resistencia mínima. Natación a ritmo lento (libre suave o de espalda). Aqua walking en alberca poco profunda. Bicicleta recumbente para limitación lumbar.","LISS — Equipment: Caminadora a velocidad de caminata (3–5 km/h, inclinación 0–3%). Bicicleta estática con resistencia mínima. Elíptica con resistencia mínima. Natación a ritmo lento (libre suave o de espalda). Aqua walking en alberca poco profunda. Bicicleta recumbente para limitación lumbar."
B-000065,definicion,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,prompt §4,LISS — Representative exercises: Caminata sostenida a paso natural · bicicleta estática suave 50–60 RPM · elíptica baja resistencia · natación lenta 25 m con descansos · caminata en alberca · recovery walks al aire libre.,LISS — Representative exercises: Caminata sostenida a paso natural · bicicleta estática suave 50–60 RPM · elíptica baja resistencia · natación lenta 25 m con descansos · caminata en alberca · recovery walks al aire libre.
B-000066,recomendacion,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,prompt §4,LISS — Primary benefits: Base aeróbica para principiantes · recuperación activa entre sesiones intensas · manejo de estrés y salud mental · baja demanda articular (joint-friendly) · ideal para rehabilitación cardiaca fase I-II · favorece oxidación de grasa como sustrato dominante · acondicionamiento cardiovascular básico. Duración: 30–60+ min por sesión.,LISS — Primary benefits: Base aeróbica para principiantes · recuperación activa entre sesiones intensas · manejo de estrés y salud mental · baja demanda articular (joint-friendly) · ideal para rehabilitación cardiaca fase I-II · favorece oxidación de grasa como sustrato dominante · acondicionamiento cardiovascular básico. Duración: 30–60+ min por sesión.
B-000067,recomendacion,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,prompt §4,LISS — Ideal user profile: Principiantes absolutos · rehabilitación post-lesión o post-cirugía · adultos mayores · días de recuperación activa para cualquier nivel · personas con condición cardiovascular estabilizada bajo prescripción médica · meta 'Recuperarme de una lesión o dolor'.,LISS — Ideal user profile: Principiantes absolutos · rehabilitación post-lesión o post-cirugía · adultos mayores · días de recuperación activa para cualquier nivel · personas con condición cardiovascular estabilizada bajo prescripción médica · meta 'Recuperarme de una lesión o dolor'.
B-000068,excepcion,,Spec §4 4.2 entrenamiento-aerobico-individual,LISS,LISS,prompt §4,"LISS — Cautions: Si hay condición cardiaca, requiere clearance médico previo (se marca en Q12) · embarazo es seguro pero con monitoreo de RPE.","LISS — Cautions: Si hay condición cardiaca, requiere clearance médico previo (se marca en Q12) · embarazo es seguro pero con monitoreo de RPE."
B-000069,definicion,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,prompt §4,Subgroup MICT — URL slug: /entrenamiento-aerobico-individual/mict,Subgroup MICT — URL slug: /entrenamiento-aerobico-individual/mict
B-000070,recomendacion,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,prompt §4,MICT — Tagline (ES MX): El cardio sostenido que produce resultados.,MICT — Tagline (ES MX): El cardio sostenido que produce resultados.
B-000071,requisito,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,prompt §4,"MICT — Prescription: Intensidad 60–85% VO₂max o ~50–70% HRR · RPE 12–14 en Borg 6–20 (moderado: puedes hablar, no cantar) · 20–60 min por sesión · 3–5 sesiones por semana · acumulación mínima 150 min/semana de moderado (recomendación ACSM general).","MICT — Prescription: Intensidad 60–85% VO₂max o ~50–70% HRR · RPE 12–14 en Borg 6–20 (moderado: puedes hablar, no cantar) · 20–60 min por sesión · 3–5 sesiones por semana · acumulación mínima 150 min/semana de moderado (recomendación ACSM general)."
B-000072,requisito,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,prompt §4,"MICT — Equipment: Caminadora para trote/jog (6–10 km/h, inclinación variable). Bicicleta estática y spin a resistencia media (60–80 RPM). Elíptica resistencia media zancada amplia. Remo ergómetro (Concept2 o equivalente) 20–28 SPM. Stair climber/stepper ritmo moderado. Natación sostenida (libre, dorso o pecho).","MICT — Equipment: Caminadora para trote/jog (6–10 km/h, inclinación variable). Bicicleta estática y spin a resistencia media (60–80 RPM). Elíptica resistencia media zancada amplia. Remo ergómetro (Concept2 o equivalente) 20–28 SPM. Stair climber/stepper ritmo moderado. Natación sostenida (libre, dorso o pecho)."
B-000073,definicion,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,prompt §4,MICT — Representative exercises: Trote sostenido 5–7 km/h · bicicleta estática moderada · remo continuo 500 m x 5–8 repeticiones con descanso corto · natación 30–45 min · elíptica moderada · stair stepper a ritmo conversacional.,MICT — Representative exercises: Trote sostenido 5–7 km/h · bicicleta estática moderada · remo continuo 500 m x 5–8 repeticiones con descanso corto · natación 30–45 min · elíptica moderada · stair stepper a ritmo conversacional.
B-000074,recomendacion,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,prompt §4,MICT — Primary benefits: Bajar de peso (sostiene déficit con bajo daño muscular) · mejora salud cardiovascular y reduce presión arterial · mejora perfil lipídico y glucosa en ayunas · mejora moderada de VO₂max · base aeróbica para HIIT · salud mental · adherencia largo plazo · estándar ACSM más antiguo y mejor validado para población general. Duración: 20–60 min por sesión.,MICT — Primary benefits: Bajar de peso (sostiene déficit con bajo daño muscular) · mejora salud cardiovascular y reduce presión arterial · mejora perfil lipídico y glucosa en ayunas · mejora moderada de VO₂max · base aeróbica para HIIT · salud mental · adherencia largo plazo · estándar ACSM más antiguo y mejor validado para población general. Duración: 20–60 min por sesión.
B-000075,recomendacion,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,prompt §4,MICT — Ideal user profile: Cualquier nivel · meta 'Bajar de peso' · meta 'Mejorar condición y aguante' · usuarios sin tiempo para HIIT pero con tolerancia a sesiones más largas · transición desde LISS a HIIT.,MICT — Ideal user profile: Cualquier nivel · meta 'Bajar de peso' · meta 'Mejorar condición y aguante' · usuarios sin tiempo para HIIT pero con tolerancia a sesiones más largas · transición desde LISS a HIIT.
B-000076,excepcion,,Spec §4 4.2 entrenamiento-aerobico-individual,MICT,MICT,prompt §4,MICT — Cautions: Riesgo articular acumulado en caminadora a alto kilometraje (rotar con bicicleta o elíptica) · no es lo más eficiente en tiempo si solo se busca VO₂max (ahí HIIT gana).,MICT — Cautions: Riesgo articular acumulado en caminadora a alto kilometraje (rotar con bicicleta o elíptica) · no es lo más eficiente en tiempo si solo se busca VO₂max (ahí HIIT gana).
B-000077,definicion,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,prompt §4,Subgroup HIIT — URL slug: /entrenamiento-aerobico-individual/hiit,Subgroup HIIT — URL slug: /entrenamiento-aerobico-individual/hiit
B-000078,recomendacion,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,prompt §4,HIIT — Tagline (ES MX): Máximo resultado en mínimo tiempo.,HIIT — Tagline (ES MX): Máximo resultado en mínimo tiempo.
B-000079,requisito,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,prompt §4,HIIT — Prescription: Intervalos a >85–90% pico VO₂ (o ≥80% HRmax) · intervalo trabajo 30 s – 4 min · recuperación activa o pasiva igual o mayor · 4–10 rondas · sesión total 15–30 min incluyendo calentamiento y enfriamiento · 2–3 sesiones por semana (máximo).,HIIT — Prescription: Intervalos a >85–90% pico VO₂ (o ≥80% HRmax) · intervalo trabajo 30 s – 4 min · recuperación activa o pasiva igual o mayor · 4–10 rondas · sesión total 15–30 min incluyendo calentamiento y enfriamiento · 2–3 sesiones por semana (máximo).
B-000080,requisito,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,prompt §4,HIIT — Equipment: Caminadora con cambio rápido de velocidad e inclinación (12–18 km/h o sprints en cuesta). Spin bike o estática resistencia rápida-ajustable. Air bike (assault bike) — efectiva por resistencia inercial creciente y engagement de tren superior e inferior. Remo ergómetro (intervalos 500 m o 1 min). Elíptica resistencia alta-ajustable. Stair climber para intervalos de cuesta.,HIIT — Equipment: Caminadora con cambio rápido de velocidad e inclinación (12–18 km/h o sprints en cuesta). Spin bike o estática resistencia rápida-ajustable. Air bike (assault bike) — efectiva por resistencia inercial creciente y engagement de tren superior e inferior. Remo ergómetro (intervalos 500 m o 1 min). Elíptica resistencia alta-ajustable. Stair climber para intervalos de cuesta.
B-000081,definicion,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,prompt §4,HIIT — Representative exercises: Caminadora 30 s sprint / 30 s caminata x 10–15 rondas · bicicleta 4×4 min al 85–95% HRmax con 3 min recuperación activa · remo Tabata 20 s on / 10 s off x 8 · air bike 30 s all-out / 30 s recovery x 8 · cuestas 1 min al 8–10% / 1 min plano. Duración total 12–30 min.,HIIT — Representative exercises: Caminadora 30 s sprint / 30 s caminata x 10–15 rondas · bicicleta 4×4 min al 85–95% HRmax con 3 min recuperación activa · remo Tabata 20 s on / 10 s off x 8 · air bike 30 s all-out / 30 s recovery x 8 · cuestas 1 min al 8–10% / 1 min plano. Duración total 12–30 min.
B-000082,recomendacion,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,prompt §4,HIIT — Primary benefits: Mejora de VO₂max mayor que MICT por minuto · oxidación de grasa elevada post-ejercicio (EPOC) · mejora sensibilidad a la insulina superior a MICT en algunos estudios · recomposición corporal · mejor adherencia que MICT con poco tiempo · acondicionamiento metabólico mixto aeróbico-anaeróbico.,HIIT — Primary benefits: Mejora de VO₂max mayor que MICT por minuto · oxidación de grasa elevada post-ejercicio (EPOC) · mejora sensibilidad a la insulina superior a MICT en algunos estudios · recomposición corporal · mejor adherencia que MICT con poco tiempo · acondicionamiento metabólico mixto aeróbico-anaeróbico.
B-000083,recomendacion,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,prompt §4,HIIT — Ideal user profile: Nivel Intermedio o Avanzado · meta 'Mejorar mi estética corporal' · meta 'Mejorar condición y aguante' · usuarios con tiempo limitado pero base aeróbica suficiente · combinación con Hipertrofia en recomposición.,HIIT — Ideal user profile: Nivel Intermedio o Avanzado · meta 'Mejorar mi estética corporal' · meta 'Mejorar condición y aguante' · usuarios con tiempo limitado pero base aeróbica suficiente · combinación con Hipertrofia en recomposición.
B-000084,excepcion,,Spec §4 4.2 entrenamiento-aerobico-individual,HIIT,HIIT,prompt §4,HIIT — Cautions: Requiere base aeróbica previa (mínimo 4–6 semanas de MICT o LISS) · contraindicación en condición cardiovascular no estabilizada (Q12) · no apto para principiantes absolutos · espaciar 48 h entre sesiones HIIT · no recomendado en embarazo salvo que ya entrenara HIIT antes y con clearance médico.,HIIT — Cautions: Requiere base aeróbica previa (mínimo 4–6 semanas de MICT o LISS) · contraindicación en condición cardiovascular no estabilizada (Q12) · no apto para principiantes absolutos · espaciar 48 h entre sesiones HIIT · no recomendado en embarazo salvo que ya entrenara HIIT antes y con clearance médico.
B-000085,definicion,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,prompt §4,Subgroup SIT — URL slug: /entrenamiento-aerobico-individual/sit,Subgroup SIT — URL slug: /entrenamiento-aerobico-individual/sit
B-000086,recomendacion,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,prompt §4,"SIT — Tagline (ES MX): Esfuerzos máximos, recuperación completa.","SIT — Tagline (ES MX): Esfuerzos máximos, recuperación completa."
B-000087,requisito,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,prompt §4,"SIT — Prescription: Esfuerzos all-out (≥100% VO₂max, supramáximos) · intervalo 10–30 s · recuperación completa pasiva o muy ligera 2–4 min · 4–8 rondas · sesión total 15–25 min incluyendo calentamiento y enfriamiento extensos · 1–2 sesiones por semana máximo.","SIT — Prescription: Esfuerzos all-out (≥100% VO₂max, supramáximos) · intervalo 10–30 s · recuperación completa pasiva o muy ligera 2–4 min · 4–8 rondas · sesión total 15–25 min incluyendo calentamiento y enfriamiento extensos · 1–2 sesiones por semana máximo."
B-000088,requisito,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,prompt §4,SIT — Equipment: Air bike (assault bike) — equipo de elección por engagement total y resistencia que escala con el esfuerzo. Spin bike de alta inercia (Wattbike o similar). Caminadora con sprint (>20 km/h) o cuesta empinada. Remo ergómetro all-out 100–250 m. Pista o calle exterior para sprints lineales (si el club tiene acceso).,SIT — Equipment: Air bike (assault bike) — equipo de elección por engagement total y resistencia que escala con el esfuerzo. Spin bike de alta inercia (Wattbike o similar). Caminadora con sprint (>20 km/h) o cuesta empinada. Remo ergómetro all-out 100–250 m. Pista o calle exterior para sprints lineales (si el club tiene acceso).
B-000089,definicion,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,prompt §4,SIT — Representative exercises: Wingate clásico — 30 s all-out air bike / 4 min recuperación pasiva x 4–6 · sprints 10–15 s al 100% / 90 s recuperación x 6–10 · remo all-out 250 m / 3 min recuperación x 4–6 · sprints lineales 60–100 m con caminata de regreso. Duración 10–25 min.,SIT — Representative exercises: Wingate clásico — 30 s all-out air bike / 4 min recuperación pasiva x 4–6 · sprints 10–15 s al 100% / 90 s recuperación x 6–10 · remo all-out 250 m / 3 min recuperación x 4–6 · sprints lineales 60–100 m con caminata de regreso. Duración 10–25 min.
B-000090,recomendacion,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,prompt §4,SIT — Primary benefits: Máxima mejora de VO₂max documentada por minuto · mayor capacidad anaeróbica glucolítica · gasto calórico alto en tiempo muy corto · mejora del poder máximo · efecto EPOC pronunciado · sirve para deportistas que necesitan capacidad anaeróbica.,SIT — Primary benefits: Máxima mejora de VO₂max documentada por minuto · mayor capacidad anaeróbica glucolítica · gasto calórico alto en tiempo muy corto · mejora del poder máximo · efecto EPOC pronunciado · sirve para deportistas que necesitan capacidad anaeróbica.
B-000091,recomendacion,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,prompt §4,SIT — Ideal user profile: Nivel Avanzado · base aeróbica sólida (mínimo 3 meses de MICT o HIIT previos) · deportistas · meta 'Mejorar condición y aguante' en su forma más extrema · sin contraindicación cardiovascular.,SIT — Ideal user profile: Nivel Avanzado · base aeróbica sólida (mínimo 3 meses de MICT o HIIT previos) · deportistas · meta 'Mejorar condición y aguante' en su forma más extrema · sin contraindicación cardiovascular.
B-000092,excepcion,,Spec §4 4.2 entrenamiento-aerobico-individual,SIT,SIT,prompt §4,"SIT — Cautions: No apto para principiantes ni intermedios sin base · contraindicado en condición cardiovascular (Q12) · contraindicado durante embarazo · alto riesgo de lesión muscular sin calentamiento adecuado · espaciar mínimo 72 h entre sesiones SIT · monitorear sobreentrenamiento (insomnio, fatiga crónica, FC elevada en reposo).","SIT — Cautions: No apto para principiantes ni intermedios sin base · contraindicado en condición cardiovascular (Q12) · contraindicado durante embarazo · alto riesgo de lesión muscular sin calentamiento adecuado · espaciar mínimo 72 h entre sesiones SIT · monitorear sobreentrenamiento (insomnio, fatiga crónica, FC elevada en reposo)."
B-000093,relacion_causal,,Spec §4.3 Q4→subgroups mapping,Bajar de peso,Rule 38 map,prompt §4.3,Q4 'Bajar de peso' → Pesas individual: Hipertrofia (preserves muscle in deficit) | Aeróbico individual: MICT + HIIT,Q4 'Bajar de peso' → Pesas individual: Hipertrofia (preserves muscle in deficit) | Aeróbico individual: MICT + HIIT
B-000094,relacion_causal,,Spec §4.3 Q4→subgroups mapping,Mejorar mi estética corporal,Rule 38 map,prompt §4.3,Q4 'Mejorar mi estética corporal' → Pesas individual: Hipertrofia | Aeróbico individual: HIIT,Q4 'Mejorar mi estética corporal' → Pesas individual: Hipertrofia | Aeróbico individual: HIIT
B-000095,relacion_causal,,Spec §4.3 Q4→subgroups mapping,Ganar fuerza,Rule 38 map,prompt §4.3,Q4 'Ganar fuerza' → Pesas individual: Fuerza + Potencia | Aeróbico individual: MICT (aerobic base),Q4 'Ganar fuerza' → Pesas individual: Fuerza + Potencia | Aeróbico individual: MICT (aerobic base)
B-000096,relacion_causal,,Spec §4.3 Q4→subgroups mapping,Mejorar condición y aguante,Rule 38 map,prompt §4.3,Q4 'Mejorar condición y aguante' → Pesas individual: Resistencia muscular | Aeróbico individual: MICT + HIIT,Q4 'Mejorar condición y aguante' → Pesas individual: Resistencia muscular | Aeróbico individual: MICT + HIIT
B-000097,relacion_causal,,Spec §4.3 Q4→subgroups mapping,Recuperarme de una lesión o dolor,Rule 38 map,prompt §4.3,"Q4 'Recuperarme de una lesión o dolor' → Pesas individual: Resistencia muscular (light, supervised) | Aeróbico individual: LISS","Q4 'Recuperarme de una lesión o dolor' → Pesas individual: Resistencia muscular (light, supervised) | Aeróbico individual: LISS"
B-000098,regla,,Spec §4.3 Q4→subgroups mapping,union rule,Rule 38 map,prompt §4.3,"If Q4 has two selections (allowed up to 2), the recommended set is the union of both rows, deduplicated.","If Q4 has two selections (allowed up to 2), the recommended set is the union of both rows, deduplicated."
B-000099,regla,,Spec §5.2 Rule 20 pre-fill by landing,Home,Rule 20,prompt §5.2,"Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 and Q16.","Landing 'Home': None from landing. Q3, Q4, or Q15 may be inferred from external search query per Rule 16. If external search includes location → pre-fill Q15 and Q16."
B-000100,regla,,Spec §5.2 Rule 20 pre-fill by landing,Individual club page,Rule 20,prompt §5.2,Landing 'Individual club page': Q15 and Q16 omitted entirely. Count drops by 2 for this entry path.,Landing 'Individual club page': Q15 and Q16 omitted entirely. Count drops by 2 for this entry path.
B-000101,regla,,Spec §5.2 Rule 20 pre-fill by landing,Amenity hub,Rule 20,prompt §5.2,Landing 'Amenity hub': None.,Landing 'Amenity hub': None.
B-000102,regla,,Spec §5.2 Rule 20 pre-fill by landing,Premium / regular class hub,Rule 20,prompt §5.2,"Landing 'Premium / regular class hub': Q4 pre-marks the movement-aligned goal. Class-to-goal map lives in content layer, not in v4.1.","Landing 'Premium / regular class hub': Q4 pre-marks the movement-aligned goal. Class-to-goal map lives in content layer, not in v4.1."
B-000103,regla,,Spec §5.2 Rule 20 pre-fill by landing,FitKidz,Rule 20,prompt §5.2,Landing 'FitKidz': Q14 pre-fills 'Yo y mis hijos'.,Landing 'FitKidz': Q14 pre-fills 'Yo y mis hijos'.
B-000104,regla,,Spec §5.2 Rule 20 pre-fill by landing,Goal hub — Primeros Pasos,Rule 20,prompt §5.2,Landing 'Goal hub — Primeros Pasos': Q9 pre-marks 'Principiante'.,Landing 'Goal hub — Primeros Pasos': Q9 pre-marks 'Principiante'.
B-000105,regla,,Spec §5.2 Rule 20 pre-fill by landing,Goal hub — Salud y Bienestar,Rule 20,prompt §5.2,Landing 'Goal hub — Salud y Bienestar': Q4 pre-marks 'Mejorar condición y aguante'.,Landing 'Goal hub — Salud y Bienestar': Q4 pre-marks 'Mejorar condición y aguante'.
B-000106,regla,,Spec §5.2 Rule 20 pre-fill by landing,Goal hub — Estética corporal,Rule 20,prompt §5.2,Landing 'Goal hub — Estética corporal': Q4 pre-marks 'Mejorar mi estética corporal'. (Renamed from Tonificar.),Landing 'Goal hub — Estética corporal': Q4 pre-marks 'Mejorar mi estética corporal'. (Renamed from Tonificar.)
B-000107,regla,,Spec §5.2 Rule 20 pre-fill by landing,Goal hub — Ganar Fuerza,Rule 20,prompt §5.2,Landing 'Goal hub — Ganar Fuerza': Q4 pre-marks 'Ganar fuerza'.,Landing 'Goal hub — Ganar Fuerza': Q4 pre-marks 'Ganar fuerza'.
B-000108,regla,,Spec §5.2 Rule 20 pre-fill by landing,Goal hub — Rehabilitación,Rule 20,prompt §5.2,Landing 'Goal hub — Rehabilitación': Q4 pre-marks 'Recuperarme de una lesión o dolor'.,Landing 'Goal hub — Rehabilitación': Q4 pre-marks 'Recuperarme de una lesión o dolor'.
B-000109,regla,,Spec §5.2 Rule 20 pre-fill by landing,YMYL hub — Bajar de peso,Rule 20,prompt §5.2,Landing 'YMYL hub — Bajar de peso': Q4 pre-marks 'Bajar de peso' → activates Q17–Q19.,Landing 'YMYL hub — Bajar de peso': Q4 pre-marks 'Bajar de peso' → activates Q17–Q19.
B-000110,regla,,Spec §5.2 Rule 20 pre-fill by landing,Personal Training,Rule 20,prompt §5.2,Landing 'Personal Training': Q13 pre-marks 'Acompañado/Acompañada'.,Landing 'Personal Training': Q13 pre-marks 'Acompañado/Acompañada'.
B-000111,regla,,Spec §5.2 Rule 20 pre-fill by landing,"Memberships, Journal",Rule 20,prompt §5.2,"Landing 'Memberships, Journal': None.","Landing 'Memberships, Journal': None."
B-000112,regla,,Spec §5.2 Rule 20 pre-fill by landing,entrenamiento-con-pesas-individual (and subpages),Rule 20,prompt §5.2,"Landing 'entrenamiento-con-pesas-individual (and subpages)': Q13 pre-marks 'Solo, a mi ritmo' (or 'Sola' if Q2 = Mujer). Subpage pre-marks Q4: Fuerza → 'Ganar fuerza'; Hipertrofia → 'Mejorar mi estética corporal'; Potencia → 'Ganar fuerza'; Resistencia muscular → 'Mejorar condición y aguante'. New.","Landing 'entrenamiento-con-pesas-individual (and subpages)': Q13 pre-marks 'Solo, a mi ritmo' (or 'Sola' if Q2 = Mujer). Subpage pre-marks Q4: Fuerza → 'Ganar fuerza'; Hipertrofia → 'Mejorar mi estética corporal'; Potencia → 'Ganar fuerza'; Resistencia muscular → 'Mejorar condición y aguante'. New."
B-000113,regla,,Spec §5.2 Rule 20 pre-fill by landing,entrenamiento-aerobico-individual (and subpages),Rule 20,prompt §5.2,"Landing 'entrenamiento-aerobico-individual (and subpages)': Q13 pre-marks 'Solo, a mi ritmo' (or 'Sola' if Q2 = Mujer). Subpage pre-marks Q4: LISS → no pre-mark; MICT → 'Mejorar condición y aguante' (default); HIIT → 'Mejorar mi estética corporal'; SIT → 'Mejorar condición y aguante'. New.","Landing 'entrenamiento-aerobico-individual (and subpages)': Q13 pre-marks 'Solo, a mi ritmo' (or 'Sola' if Q2 = Mujer). Subpage pre-marks Q4: LISS → no pre-mark; MICT → 'Mejorar condición y aguante' (default); HIIT → 'Mejorar mi estética corporal'; SIT → 'Mejorar condición y aguante'. New."
B-000114,regla,,Spec §5.2 Rule 20 pre-fill by landing,editable,Rule 20,prompt §5.2,Pre-fill is always editable by the user (preserve existing v4.1 convention).,Pre-fill is always editable by the user (preserve existing v4.1 convention).
B-000115,regla,,Spec §5.3 Rule 38,Rule 38 full text,Rule 38,prompt §5.3,"Rule 38 — Individual-training pre-fill and result behavior when the user trains alone. The site offers two top-level individual-training experiences (entrenamiento-con-pesas-individual and entrenamiento-aerobico-individual), each with four subgroups derived from current ACSM consensus (see Part 3, Individual-training subgroup taxonomy). When the user lands on any page within these two trees, Q13 pre-marks 'Solo, a mi ritmo' (rendered 'Sola' if Q2 = Mujer), and Q4 pre-marks the goal that corresponds to the subgroup landed on, per the mapping in Rule 20. When Q13 = 'Solo, a mi ritmo' (or 'Sola, a mi ritmo') in the final answer, the user's Experiencia Ideal result page does not recommend group classes. Instead it recommends: (1) the individual weight-training subgroup(s) that match Q4 per the table in Part 3; (2) the individual aerobic-training subgroup(s) that match Q4 per the same table. If Q4 contains two selections, the recommended set is the union of both rows, deduplicated. The class catalog is suppressed for this user state. The contextual menu (Rules 22–31) reflects this: where it would normally show 'Clases recomendadas', it instead shows 'Tu rutina individual'.","Rule 38 — Individual-training pre-fill and result behavior when the user trains alone. The site offers two top-level individual-training experiences (entrenamiento-con-pesas-individual and entrenamiento-aerobico-individual), each with four subgroups derived from current ACSM consensus (see Part 3, Individual-training subgroup taxonomy). When the user lands on any page within these two trees, Q13 pre-marks 'Solo, a mi ritmo' (rendered 'Sola' if Q2 = Mujer), and Q4 pre-marks the goal that corresponds to the subgroup landed on, per the mapping in Rule 20. When Q13 = 'Solo, a mi ritmo' (or 'Sola, a mi ritmo') in the final answer, the user's Experiencia Ideal result page does not recommend group classes. Instead it recommends: (1) the individual weight-training subgroup(s) that match Q4 per the table in Part 3; (2) the individual aerobic-training subgroup(s) that match Q4 per the same table. If Q4 contains two selections, the recommended set is the union of both rows, deduplicated. The class catalog is suppressed for this user state. The contextual menu (Rules 22–31) reflects this: where it would normally show 'Clases recomendadas', it instead shows 'Tu rutina individual'."
B-000116,supuesto,,Spec §5.1 expected loci (hypothesis),Document Control table,hypothesis,prompt §5.1,Likely-affected locus: Document Control table — Add row v4.2 with date + description,Likely-affected locus: Document Control table — Add row v4.2 with date + description
B-000117,supuesto,,Spec §5.1 expected loci (hypothesis),Rule 16,hypothesis,prompt §5.1,Likely-affected locus: Rule 16 — Edit vocabulary list (inferring from external search query),Likely-affected locus: Rule 16 — Edit vocabulary list (inferring from external search query)
B-000118,supuesto,,Spec §5.1 expected loci (hypothesis),Rule 17,hypothesis,prompt §5.1,Likely-affected locus: Rule 17 — Edit (P-codes → Q-codes) search-query precedence,Likely-affected locus: Rule 17 — Edit (P-codes → Q-codes) search-query precedence
B-000119,supuesto,,Spec §5.1 expected loci (hypothesis),Rule 18,hypothesis,prompt §5.1,Likely-affected locus: Rule 18 — Full rewrite → 16 base questions,Likely-affected locus: Rule 18 — Full rewrite → 16 base questions
B-000120,supuesto,,Spec §5.1 expected loci (hypothesis),Rule 19,hypothesis,prompt §5.1,Likely-affected locus: Rule 19 — Full rewrite → 3 WL optionals (Q17–Q19),Likely-affected locus: Rule 19 — Full rewrite → 3 WL optionals (Q17–Q19)
B-000121,supuesto,,Spec §5.1 expected loci (hypothesis),Rule 20,hypothesis,prompt §5.1,Likely-affected locus: Rule 20 — Full rewrite pre-fill by landing page,Likely-affected locus: Rule 20 — Full rewrite pre-fill by landing page
B-000122,supuesto,,Spec §5.1 expected loci (hypothesis),Rule 21,hypothesis,prompt §5.1,Likely-affected locus: Rule 21 — Edit (Q4 is multi-select max 2 always),Likely-affected locus: Rule 21 — Edit (Q4 is multi-select max 2 always)
