unit_id,tipo,pagina,encabezado,subencabezado,clausula,ubicacion_dentro_de_clausula,texto_normalizado,texto_original
A-000348,table_cell,,Part 4 -Global Rules,Rule 10 - Required cross-linking between pages,Rule 10,table@body[342]/r[7]/c[1],Personal Training page,Personal Training page
A-000349,table_cell,,Part 4 -Global Rules,Rule 10 - Required cross-linking between pages,Rule 10,table@body[342]/r[7]/c[2],Bidirectional (counterpart of,Bidirectional (counterpart of
A-000350,table_cell,,Part 4 -Global Rules,Rule 10 - Required cross-linking between pages,Rule 10,table@body[342]/r[8]/c[2],the above),the above)
A-000351,heading,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[346]/Heading4,Site data and structured markup Rule 11 - Confirmed site data,Site data and structured markup Rule 11 - Confirmed site data
A-000352,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[348],ItemValue,ItemValue
A-000353,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[349],Total clubs49,Total clubs49
A-000354,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[352],States with clubs,States with clubs
A-000355,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[354],Clubs in the Mexico City Metropolitan Area (CDMX + Estado de Mexico),Clubs in the Mexico City Metropolitan Area (CDMX + Estado de Mexico)
A-000356,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[355],Clubs outside that area Adult classes,Clubs outside that area Adult classes
A-000357,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[357],FitKidz children's activities Goal hubs,FitKidz children's activities Goal hubs
A-000358,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[358],Amenity hubs Membership plans Initial Journal articles,Amenity hubs Membership plans Initial Journal articles
A-000359,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[359],Total signed pages (Workstream B scope),Total signed pages (Workstream B scope)
A-000360,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[361],13,13
A-000361,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[363],32,32
A-000362,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[366],17 (across 11 states),17 (across 11 states)
A-000363,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[368],51 (7 Premium Les Mills + 44 regular),51 (7 Premium Les Mills + 44 regular)
A-000364,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[369],34,34
A-000365,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[371],5,5
A-000366,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[373],10,10
A-000367,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[375],5 (plus the hub),5 (plus the hub)
A-000368,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[377],20,20
A-000369,paragraph,,Part 4 -Global Rules,Site data and structured markup Rule 11 - Confirmed site data,Rule 11,body[379],145,145
A-000370,heading,,Part 4 -Global Rules,Rule 12 - Live data per club,Rule 12,body[385]/Heading4,Rule 12 - Live data per club,Rule 12 - Live data per club
A-000371,paragraph,,Part 4 -Global Rules,Rule 12 - Live data per club,Rule 12,body[386],Each individual club page (page type 2) displays the following four data points pulled live from the client's API:,Each individual club page (page type 2) displays the following four data points pulled live from the client's API:
A-000372,paragraph,,Part 4 -Global Rules,Rule 12 - Live data per club,Rule 12,body[387],Operating hours by day of week.,Operating hours by day of week.
A-000373,paragraph,,Part 4 -Global Rules,Rule 12 - Live data per club,Rule 12,body[388],Phone and email for the club.,Phone and email for the club.
A-000374,paragraph,,Part 4 -Global Rules,Rule 12 - Live data per club,Rule 12,body[389],Class catalog-which of the 51adult classes and which FitKidz activities are offered at this specific club.,Class catalog-which of the 51adult classes and which FitKidz activities are offered at this specific club.
A-000375,paragraph,,Part 4 -Global Rules,Rule 12 - Live data per club,Rule 12,body[390],"Class schedule -by class, by day, with times.","Class schedule -by class, by day, with times."
A-000376,paragraph,,Part 4 -Global Rules,Rule 12 - Live data per club,Rule 12,body[392],"If the API is unavailable, the page falls back to the last successfully cached value with a visible notice; see Edge Case 6.8.","If the API is unavailable, the page falls back to the last successfully cached value with a visible notice; see Edge Case 6.8."
A-000377,heading,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[393]/Heading4,Rule 13 - Schema markup (schema.org),Rule 13 -  Schema markup (schema.org)
A-000378,paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[394],Each page type carries the corresponding structured data so search engines can understand its content:,Each page type carries the corresponding structured data so search engines can understand its content:
A-000379,paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[396],Pagetype,Pagetype
A-000380,paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[398],Club pages,Club pages
A-000381,paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[399],Required schema types,Required schema types
A-000382,paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[401],"+ HealthClub + OpeningHoursSpecification (one entry per day per club)+ GeoCoo rdinates (latitude, longitude verified)","+ HealthClub + OpeningHoursSpecification (one entry per day per club)+ GeoCoo rdinates (latitude, longitude verified)"
A-000383,textbox_paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[401]/txbx[0]/p[0],LocalBusiness,LocalBusiness
A-000384,paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[405],Class pages (premium and regular),Class pages (premium and regular)
A-000385,textbox_paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[405]/txbx[0]/p[0],Course,Course
A-000386,paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[409],Bajar de pesoMedicalWebPage + hubcedula profesional),Bajar de pesoMedicalWebPage + hubcedula profesional)
A-000387,textbox_paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[409]/txbx[0]/p[0],Person,Person
A-000388,paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[410],Goal hubs and any page with FAQs,Goal hubs and any page with FAQs
A-000389,textbox_paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[410]/txbx[0]/p[0],FAQ Page,FAQ Page
A-000390,textbox_paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[410]/txbx[1]/p[0],Article,Article
A-000391,textbox_paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[410]/txbx[2]/p[0],Person,Person
A-000392,paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[411],"(themedicalreviewerwithcredentials,name,and","(themedicalreviewerwithcredentials,name,and"
A-000393,paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[417],Journal articles,Journal articles
A-000394,paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[418],+,+
A-000395,paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[419],(author) with credentials when applicable,(author) with credentials when applicable
A-000396,paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[423],Slteroot,Slteroot
A-000397,textbox_paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[423]/txbx[0]/p[0],Organization+,Organization+
A-000398,textbox_paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[423]/txbx[1]/p[0],WebSite,WebSite
A-000399,paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[425],Every page (except home),Every page (except home)
A-000400,paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[428],All structured data must validate against Google's Rich Results Test before publication.,All structured data must validate against Google's Rich Results Test before publication.
A-000401,textbox_paragraph,,Part 4 -Global Rules,Rule 13 - Schema markup (schema.org),Rule 13,body[428]/txbx[0]/p[0],Breadcrumblist,Breadcrumblist
A-000402,heading,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[430]/Heading4,Rule 14 - YMYL content rules,Rule 14 - YMYL content rules
A-000403,paragraph,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[431],The following pages are classified as YMYL (Your Money or Your Life -Google search-quality terminology for content that could affect a user's health or finances):,The following pages are classified as YMYL (Your Money or Your Life -Google search-quality terminology for content that could affect a user's health or finances):
A-000404,paragraph,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[432],Thehub (entire page).,Thehub (entire page).
A-000405,textbox_paragraph,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[432]/txbx[0]/p[0],Bajar de peso,Bajar  de  peso
A-000406,paragraph,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[433],The rehabilitation goal hub.,The rehabilitation goal hub.
A-000407,paragraph,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[434],"Some Journal articles on nutrition, rehabilitation, and supplementation.","Some Journal articles on nutrition, rehabilitation, and supplementation."
A-000408,paragraph,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[436],The following requirements apply to all YMYL pages:,The following requirements apply to all YMYL pages:
A-000409,paragraph,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[437],"Visible professional sign-off- thename and Mexican professional license number (cedula profesional) of the physician, nutritionist, or physical therapist backing the content.","Visible professional sign-off- thename and Mexican professional license number (cedula profesional) of the physician, nutritionist, or physical therapist backing the content."
A-000410,paragraph,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[438],"Health disclaimer - before recommendations are shown, the user must see a disclaimer stating that the information is orientational and does not substitute a medical consultation.","Health disclaimer - before recommendations are shown, the user must see a disclaimer stating that the information is orientational and does not substitute a medical consultation."
A-000411,paragraph,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[439],"No numerical promises - the site never says ""you will lose X kilos in Y weeks."" Plans are","No numerical promises -  the site never says ""you will lose X kilos in Y weeks."" Plans are"
A-000412,textbox_paragraph,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[439]/txbx[0]/p[0],weeks 4-12: progression,weeks 4-12: progression
A-000413,paragraph,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[441],presented in phases ( promising a specific outcome.,presented in phases ( promising a specific outcome.
A-000414,textbox_paragraph,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[441]/txbx[0]/p[0],weeks 1-4: adaptation,weeks 1-4: adaptation
A-000415,paragraph,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[442],",",","
A-000416,paragraph,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[443],) without,) without
A-000417,paragraph,,Part 4 -Global Rules,Rule 14 - YMYL content rules,Rule 14,body[445],"(Rules about whether photos of the medical reviewer can be displayed are visual-asset production rules and live in the partner brief, Section 6, not here.)","(Rules about whether photos of the medical reviewer can be displayed are visual-asset production rules and live in the partner brief, Section 6, not here.)"
A-000418,heading,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,body[446]/Heading4,User acquisition and routing,User acquisition and routing
A-000419,paragraph,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,body[447],Rule 15 - Mapping search queries to pages,Rule 15 -  Mapping search queries to pages
A-000420,paragraph,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,body[448],"When a user runs a search engine query related to Sports World, the site must take them to the page that best answers that query.","When a user runs a search engine query related to Sports World, the site must take them to the page that best answers that query."
A-000421,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[0]/c[0],Query type,Query type
A-000422,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[0]/c[1],Examples,Examples
A-000423,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[0]/c[2],Landing page,Landing page
A-000424,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[2]/c[0],Pure brand search,Pure brand search
A-000425,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[2]/c[1],"sports world,( sports world mexico)","sports world,( sports world mexico)"
A-000426,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[2]/c[2],Home,Home
A-000427,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[3]/c[0],Brand + specific,Brand + specific
A-000428,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[3]/c[1],"sports world polanco,","sports world polanco,"
A-000429,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[3]/c[2],The specific club's page,The specific club's page
A-000430,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[4]/c[0],location,location
A-000431,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[4]/c[1],sports world antara,sports world antara
A-000432,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[5]/c[0],Gym near me,Gym near me
A-000433,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[5]/c[1],"gimnasio cerca de mi,","gimnasio cerca de mi,"
A-000434,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[5]/c[2],Closest club via geolocation. If location,Closest club via geolocation. If location
A-000435,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[6]/c[1],gimnasio polanco,gimnasio polanco
A-000436,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[6]/c[2],"cannot be detected, lands on Home with the","cannot be detected, lands on Home with the"
A-000437,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[7]/c[2],club-search flow already open.,club-search flow already open.
A-000438,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[9]/c[0],Amenity+location,Amenity+location
A-000439,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[9]/c[1],"alberca cdmx ,(yoga estudio","alberca cdmx ,(yoga estudio"
A-000440,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[9]/c[2],Theamenityhub,Theamenityhub
A-000441,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[11]/c[1],polanco),polanco)
A-000442,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[12]/c[0],Specific class,Specific class
A-000443,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[12]/c[1],"body pump , spinning cdmx ,","body pump , spinning cdmx ,"
A-000444,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[12]/c[2],That class's page,That class's page
A-000445,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[13]/c[1],pilates reformer,pilates reformer
A-000446,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[15]/c[0],Personal goal,Personal goal
A-000447,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[15]/c[1],"tonificar ,( ganar masa","tonificar ,( ganar masa "
A-000448,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[15]/c[2],Corresponding goal hub,Corresponding goal hub
A-000449,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[16]/c[1],muscular1(primeros pasos en,muscular1(primeros pasos en 
A-000450,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[17]/c[1],el gym),el gym)
A-000451,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[19]/c[0],Weight loss,Weight loss
A-000452,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[19]/c[1],"bajar de peso,( perder peso","bajar de peso,( perder peso "
A-000453,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[19]/c[2],Bajar de peso hub,Bajar de peso hub
A-000454,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[20]/c[1],gym1(GLP-1 ozempic,gym1(GLP-1 ozempic 
A-000455,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[21]/c[1],gimnasio),gimnasio)
A-000456,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[23]/c[0],Rehabilitation,Rehabilitation
A-000457,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[23]/c[1],(rehabilitaci6n rodilla,(rehabilitaci6n rodilla 
A-000458,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[23]/c[2],Rehabilitation hub,Rehabilitation hub
A-000459,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[24]/c[1],gym1 ejercicio post lesion,gym1 ejercicio post lesion
A-000460,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[25]/c[0],Children/ family,Children/ family
A-000461,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[25]/c[1],"gimnasio para ninos,","gimnasio para ninos,"
A-000462,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[25]/c[2],FitKidz,FitKidz
A-000463,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[26]/c[1],"actividades familia,","actividades familia,"
A-000464,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[27]/c[1],FitKidz,FitKidz
A-000465,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[28]/c[0],Personal Training,Personal Training
A-000466,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[28]/c[1],"entrenador personal,","entrenador personal,"
A-000467,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[28]/c[2],Personal Training,Personal Training
A-000468,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[29]/c[1],personal trainer cdmx,personal trainer cdmx
A-000469,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[30]/c[0],Pricing and,Pricing and
A-000470,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[30]/c[1],"precio sports world,","precio sports world,"
A-000471,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[30]/c[2],Memberships hub,Memberships hub
A-000472,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[31]/c[0],memberships,memberships
A-000473,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[31]/c[1],uniclub vs allclub,uniclub vs allclub
A-000474,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[32]/c[0],Fitness information,Fitness information
A-000475,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[32]/c[1],"calorias spinning,","calorias spinning,"
A-000476,table_cell,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,table@body[450]/r[32]/c[2],Journal article on the topic,Journal article on the topic
A-000477,paragraph,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,body[451],(diferencia body pump vs combat),(diferencia body pump vs  combat)
A-000478,paragraph,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,body[454],Query type,Query type
A-000479,paragraph,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,body[456],Sports World specific information,Sports World specific information
A-000480,paragraph,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,body[457],"Cancellations, freezes, support","Cancellations, freezes, support"
A-000481,paragraph,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,body[458],Examples,Examples
A-000482,paragraph,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,body[460],"horario polanco,[alberca en antara)","horario polanco,[alberca en antara)"
A-000483,paragraph,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,body[461],Landing page,Landing page
A-000484,paragraph,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,body[463],Home with the BES widget opened,Home with the BES widget opened
A-000485,paragraph,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,body[467],",Home with the BES widget opened",",Home with the BES widget opened"
A-000486,textbox_paragraph,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,body[467]/txbx[0]/p[0],c6mo cancelo mi memb resia,c6mo cancelo mi memb resia
A-000487,textbox_paragraph,,Part 4 -Global Rules,User acquisition and routing,User acquisition and routing,body[467]/txbx[0]/p[1],puedo congelar mi plan,puedo congelar mi plan
A-000488,heading,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[471]/Heading4,Rule 16 - Inferring information from the external search query,Rule 16 -  Inferring information from the external search query
A-000489,paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[472],"When a user lands on the site from an external search, the system can infer only two","When a user lands on the site from an external search, the system can infer only two"
A-000490,paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[473],questionnaire variables from what they searched:,questionnaire variables from what they searched:
A-000491,paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[474],"Goal (Pt)- only if the search contained an explicit goal (tone, build strength, health and wellness, first steps, recovery, weight loss).","Goal (Pt)- only if the search contained an explicit goal (tone, build strength, health and wellness, first steps, recovery, weight loss)."
A-000492,paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[475],Location (P9) - only if the search contained a specific location.,Location (P9) - only if the search contained a specific location.
A-000493,paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[477],The following inferences are not drawn:,The following inferences are not drawn:
A-000494,paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[478],"A class search does not fill in the goal, because the same class can serve multiple goals.","A class search does not fill in the goal, because the same class can serve multiple goals."
A-000495,paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[479],"An amenity search does not fill in movement preference (P4), because amenity* preference.","An amenity search does not fill in movement preference (P4), because amenity* preference."
A-000496,paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[480],"Landing on FitKidz does not fill in composition (P2), because the user may be researching the program for their kids while planning to train solo.","Landing on FitKidz does not fill in composition (P2), because the user may be researching the program for their kids while planning to train solo."
A-000497,paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[481],"Landing on Personal Training does not fill in format (PS), because the user may simply be browsing.","Landing on Personal Training does not fill in format (PS), because the user may simply be browsing."
A-000498,paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[482],Landing on thehub does not force the 12-question variant- that variant,Landing on thehub does not force the 12-question variant- that variant
A-000499,textbox_paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[482]/txbx[0]/p[0],Ba jarde peso,Ba jarde peso
A-000500,paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[483],only activates when the user actually marks P1 =in the questionnaire.,only activates when the user actually marks P1 =in the questionnaire.
A-000501,textbox_paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[483]/txbx[0]/p[0],Bajar de peso,Bajar  de  peso
A-000502,paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[484],Landing on a page through internal navigation infers nothing. Only the external search that brought the user to the site counts toward variable inference.,Landing on a page through internal navigation infers nothing. Only the external search that brought the user to the site counts toward variable inference.
A-000503,paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[486],Exception. When the user presses thebutton inside the site and provides their,Exception. When the user presses thebutton inside the site and provides their
A-000504,textbox_paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[486]/txbx[0]/p[0],Tu Club ideal,Tu Club ideal
A-000505,paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[487],"location through that flow, the location populates P9 automatically. This is not search inference","location through that flow, the location populates P9 automatically. This is not search inference"
A-000506,paragraph,,Part 4 -Global Rules,Rule 16 - Inferring information from the external search query,Rule 16,body[488],- it is direct capture from a user interaction.,- it is direct capture from a user interaction.
A-000507,heading,,Part 4 -Global Rules,Rule 17 - Search-query precedence (multiple competing inferences),Rule 17,body[490]/Heading4,Rule 17 - Search-query precedence (multiple competing inferences),Rule 17 -  Search-query precedence (multiple competing inferences)
A-000508,paragraph,,Part 4 -Global Rules,Rule 17 - Search-query precedence (multiple competing inferences),Rule 17,body[492],"When a query combines elements that map to multiple inferences (e.g.,[ yoga Polanco bajar de peso)- a class+ a location+ a goal), the system applies a single precedence:","When a query combines elements that map to multiple inferences (e.g.,[ yoga Polanco bajar de peso)- a class+ a location+ a goal), the system applies a single precedence:"
A-000509,paragraph,,Part 4 -Global Rules,Rule 17 - Search-query precedence (multiple competing inferences),Rule 17,body[493],Pt (goal) > P9 (location) > P4 (movement type),Pt (goal) > P9 (location) > P4 (movement type)
A-000510,paragraph,,Part 4 -Global Rules,Rule 17 - Search-query precedence (multiple competing inferences),Rule 17,body[495],"Concretely: for the example query, the user lands on the (Bajar de peso) hub (Pl wins) with P9 pre-filled to(Polanco). P4 is not pre-filled because the goal-driven landing overrides the class-driven landing.","Concretely: for the example query, the user lands on the (Bajar de peso) hub (Pl wins) with P9 pre-filled to(Polanco). P4 is not pre-filled because the goal-driven landing overrides the class-driven landing."
A-000511,paragraph,,Part 4 -Global Rules,Rule 17 - Search-query precedence (multiple competing inferences),Rule 17,body[496],The (Diseiia tu experiencia) questionnaire,The (Diseiia  tu  experiencia) questionnaire
A-000512,heading,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,body[497]/Heading3,Rule 18 - The 10 questions of the standard questionnaire,Rule 18 - The 10 questions of the standard questionnaire
A-000513,table_cell,,Part 4 -Global Rules,Rule 18 - The 10 questions of the standard questionnaire,Rule 18,table@body[499]/r[0]/c[0],Code,Code
